time,gFx,gFy,gFz,TgF
4.396288,1.1338,-0.1017,0.0433,1.14
4.413182,1.1128,-0.0031,0.1444,1.12
4.430199,0.9344,0.0970,0.2023,0.96
4.446355,0.9891,0.0529,0.2231,1.02
4.470086,1.4017,-0.0424,0.3066,1.44
4.495880,1.2652,0.0888,0.4188,1.34
4.513180,1.2178,0.2316,0.4205,1.31
4.530383,1.3360,0.3893,0.3352,1.43
4.546785,1.5574,0.6482,0.1024,1.69
4.583659,1.5533,0.0912,0.0533,1.56
4.599652,1.5520,-0.1999,0.0599,1.57
4.612371,1.4951,-0.3006,0.0440,1.53
4.630864,1.3134,-0.2722,0.0764,1.34
4.647102,1.1394,-0.1144,0.0774,1.15
4.682826,0.7578,0.3091,0.0522,0.82
4.696077,0.6661,0.3506,0.0413,0.75
4.712250,0.6547,0.2884,0.0902,0.72
4.730270,0.6435,0.1808,0.1290,0.68
4.746848,0.6256,0.0926,0.0831,0.64
4.783516,0.6132,0.0047,-0.0246,0.61
4.800031,0.5899,0.0140,-0.0050,0.59
4.811886,0.5687,0.0443,0.0342,0.57
4.829300,0.5608,0.1215,0.0978,0.58
4.862829,0.5890,0.1256,0.1530,0.62
4.882582,0.6612,0.0301,0.0821,0.67
4.896122,0.7609,-0.0264,0.0335,0.76
4.912185,0.8939,-0.0688,0.0128,0.90
4.929546,1.0024,-0.0792,0.0413,1.01
4.962762,1.1035,-0.1014,0.0731,1.11
4.986635,1.2307,-0.0546,0.0342,1.23
4.995712,1.2928,0.0140,0.0501,1.29
5.011623,1.3116,0.0900,0.0948,1.32
5.046077,1.2219,0.1887,0.1922,1.25
5.062873,1.2948,0.2332,0.1510,1.32
5.082129,1.4231,0.2021,0.2966,1.47
5.098331,1.3621,0.1671,0.2961,1.40
5.112430,1.2718,0.1042,0.1952,1.29
5.145321,1.2747,-0.1640,0.0882,1.29
5.162701,1.0822,-0.1144,-0.0488,1.09
5.182968,1.1382,-0.1284,-0.0429,1.15
5.196808,1.2584,-0.2043,0.0413,1.28
5.228014,1.2852,-0.2593,0.1857,1.32
5.245061,1.2214,-0.1818,0.2033,1.25
5.261639,1.0915,-0.0719,0.1810,1.11
5.286295,0.8254,0.0382,0.1515,0.84
5.301657,0.7432,0.0853,0.1305,0.76
5.327582,0.7565,0.0597,0.1319,0.77
5.345345,0.7905,-0.0138,0.1468,0.80
5.362806,0.8536,-0.0690,0.1717,0.87
5.380411,0.9407,-0.0697,0.1666,0.96
5.397506,0.9733,-0.0215,0.1376,0.98
5.427365,0.8047,0.0413,0.0731,0.81
5.445168,0.6520,0.0174,0.0636,0.66
5.470487,0.6004,-0.0567,0.0115,0.60
