time,gFx,gFy,gFz,TgF
9.198588,1.1130,0.2429,0.5204,1.25
9.221700,0.8890,0.3052,0.4561,1.04
9.241713,0.8005,0.3709,0.3987,0.97
9.264186,0.7922,0.2964,0.2802,0.89
9.282186,0.8266,0.1725,0.2592,0.88
9.299058,0.8731,0.0832,0.2588,0.91
9.322490,0.8655,0.0243,0.2768,0.91
9.339592,0.8597,0.0176,0.2604,0.90
9.364567,0.8883,0.0795,0.2734,0.93
9.381958,0.8836,0.1215,0.2749,0.93
9.398591,0.8858,0.1430,0.2858,0.94
9.419581,0.8613,0.1381,0.2788,0.92
9.436439,0.8352,0.1322,0.2697,0.89
9.464832,0.8215,0.0965,0.2541,0.87
9.481677,0.8325,0.0441,0.2341,0.87
9.498161,0.8357,-0.0091,0.2250,0.87
9.517467,0.8501,-0.0365,0.2292,0.88
9.547580,0.9007,-0.0184,0.1891,0.92
9.564244,0.8929,0.0073,0.1615,0.91
9.581409,0.8992,0.0431,0.1781,0.92
9.597659,0.8948,0.0729,0.1805,0.92
9.617895,0.9713,0.1081,0.1779,0.99
9.647614,1.0793,0.0380,0.2688,1.11
9.663827,1.1203,-0.0255,0.2665,1.15
9.680809,1.1264,-0.0863,0.2206,1.15
9.698225,1.1122,-0.0870,0.1708,1.13
9.718349,1.1061,-0.0538,0.1745,1.12
9.747582,1.2207,0.1230,0.3012,1.26
9.764824,1.1396,0.1530,0.3445,1.20
9.780741,1.0871,0.1030,0.4212,1.17
9.799376,1.1374,0.0921,0.5189,1.25
9.818958,1.0197,0.0868,0.5194,1.15
9.847353,0.9072,0.2334,0.5963,1.11
9.863780,0.8899,0.2808,0.6079,1.11
9.880456,0.9000,0.2803,0.5609,1.10
9.901559,0.9373,0.2647,0.4234,1.06
9.919570,0.9728,0.2598,0.3161,1.06
9.947677,1.0055,0.2309,0.2233,1.06
9.964417,0.9764,0.1489,0.2372,1.02
9.982258,0.9537,0.0585,0.2588,0.99
10.022741,0.9279,-0.0035,0.3030,0.98
10.023585,0.9279,-0.0035,0.3030,0.98
10.042421,0.8548,0.0480,0.2830,0.90
10.066696,0.7996,0.1170,0.2231,0.84
10.081829,0.7930,0.1415,0.1745,0.82
10.121084,0.7915,0.1501,0.0860,0.81
10.144091,0.7698,0.1368,0.0836,0.79
10.146107,0.7683,0.1361,0.0857,0.78
10.163260,0.7839,0.1308,0.0821,0.80
10.195860,0.8548,0.1403,0.0543,0.87
10.217870,0.8669,0.1176,0.1060,0.88
10.233857,0.8529,0.1158,0.1607,0.88
10.246567,0.8250,0.1298,0.2067,0.86
10.263845,0.8694,0.1635,0.2632,0.92
10.301212,1.1553,0.2278,0.2131,1.20
10.315938,1.2021,0.1820,0.2580,1.24
10.329447,1.2142,0.1349,0.2409,1.25
10.346064,1.2396,0.1207,0.2365,1.27
10.380097,1.1734,0.0521,0.3010,1.21
10.396856,1.2090,0.0890,0.3156,1.25
10.418014,1.1972,0.1442,0.4864,1.30
10.437030,1.2249,0.2759,0.4524,1.33
10.462551,0.9738,0.3106,0.4463,1.12
10.479677,0.8480,0.3651,0.4261,1.02
10.497033,0.8198,0.3646,0.3408,0.96
10.514518,0.7859,0.2866,0.2998,0.89
10.534915,0.7961,0.1652,0.2927,0.86
10.551754,0.8147,0.0888,0.2954,0.87
10.581357,0.8426,0.0662,0.3068,0.90
10.597743,0.8582,0.0851,0.3201,0.92
10.612403,0.9114,0.1158,0.3217,0.97
10.634541,0.9244,0.1764,0.2966,0.99
10.651344,0.8934,0.2009,0.2721,0.96
10.679757,0.8333,0.1831,0.2360,0.89
10.696582,0.8347,0.1482,0.2325,0.88
10.711972,0.8247,0.1063,0.2241,0.86
10.732077,0.8194,0.0487,0.2152,0.85
10.763068,0.8462,-0.0320,0.2192,0.87
10.778910,0.8504,-0.0409,0.1903,0.87
10.796600,0.8643,-0.0372,0.1556,0.88
10.812603,0.8606,-0.0316,0.1461,0.87
10.836862,0.8448,-0.0057,0.1720,0.86
10.855390,0.8980,0.0420,0.1903,0.92
10.881652,1.0304,0.0611,0.2497,1.06
10.896040,1.1052,0.0179,0.2919,1.14
10.933421,1.1678,-0.1264,0.2152,1.19
10.934246,1.1621,-0.1244,0.2096,1.19
10.962189,1.1182,-0.0704,0.1813,1.13
10.978728,1.1758,0.0120,0.2507,1.20
10.995566,1.2244,0.1371,0.2783,1.26
11.017243,1.1189,0.1081,0.3282,1.17
11.036538,1.1714,0.0788,0.5141,1.28
11.062201,1.0588,0.0819,0.6210,1.23
11.078198,0.9181,0.1449,0.6371,1.13
11.096253,0.8308,0.2514,0.6426,1.08
11.121489,0.8585,0.3416,0.5810,1.09
11.138834,0.9393,0.3367,0.4935,1.11
11.161865,0.9822,0.3050,0.3706,1.09
11.178010,0.9815,0.2740,0.3073,1.06
11.196249,0.9491,0.1792,0.2236,0.99
11.218617,0.9161,0.0660,0.2336,0.95
11.238444,0.9359,-0.0052,0.2573,0.97
11.261212,0.9454,-0.0311,0.3051,0.99
11.277659,0.9332,-0.0071,0.3030,0.98
11.316289,0.8374,0.1235,0.1933,0.87
11.332003,0.8362,0.1405,0.1503,0.86
11.344383,0.8079,0.1498,0.1153,0.83
11.361187,0.7859,0.1559,0.0669,0.80
11.394086,0.7570,0.1376,0.0450,0.77
11.411416,0.7705,0.1454,0.0452,0.79
11.431362,0.8123,0.1554,0.0457,0.83
11.451312,0.8394,0.1228,0.0745,0.85
11.461044,0.8459,0.1049,0.1011,0.86
11.494661,0.8457,0.0773,0.2467,0.88
11.512198,0.9552,0.0990,0.3030,1.01
11.531939,1.0630,0.1505,0.2467,1.10
11.550679,1.2638,0.1635,0.2157,1.29
11.563376,1.2319,0.1442,0.2011,1.26
11.594188,1.1797,0.2021,0.3557,1.25
11.610773,1.1606,0.1885,0.3936,1.24
11.631276,1.1518,0.2558,0.3350,1.23
11.650347,1.2713,0.2304,0.4705,1.38
11.677526,1.2375,0.2940,0.4761,1.36
11.693555,1.0871,0.2922,0.4168,1.20
