time,gFx,gFy,gFz,TgF,Activity,Subject
4.021562,1.0153,0.1533,0.1894,1.04,WALKING,RUDRA
4.041019,1.1934,0.199,0.1793,1.22,WALKING,RUDRA
4.057384,1.2579,0.1804,0.2104,1.29,WALKING,RUDRA
4.074436,1.252,0.1689,0.2311,1.28,WALKING,RUDRA
4.096335,1.3018,0.2246,0.4642,1.4,WALKING,RUDRA
4.106953,1.2533,0.2363,0.4334,1.35,WALKING,RUDRA
4.140674,1.158,0.27,0.4004,1.25,WALKING,RUDRA
4.158204,1.1279,0.2747,0.3455,1.21,WALKING,RUDRA
4.174173,1.0141,0.263,0.3469,1.1,WALKING,RUDRA
4.195135,0.9276,0.2165,0.4097,1.04,WALKING,RUDRA
4.209474,0.9249,0.2278,0.4165,1.04,WALKING,RUDRA
4.241507,0.952,0.1503,0.3538,1.03,WALKING,RUDRA
4.257078,0.972,0.0755,0.3271,1.03,WALKING,RUDRA
4.274372,0.9554,0.0187,0.3179,1.01,WALKING,RUDRA
4.293321,0.9286,0.0005,0.2832,0.97,WALKING,RUDRA
4.323542,0.8169,0.0675,0.2152,0.85,WALKING,RUDRA
4.340644,0.787,0.1428,0.1747,0.82,WALKING,RUDRA
4.35742,0.8066,0.2053,0.1407,0.84,WALKING,RUDRA
4.375174,0.8115,0.2258,0.1573,0.86,WALKING,RUDRA
4.399815,0.7688,0.1992,0.2136,0.82,WALKING,RUDRA
4.417151,0.7653,0.1725,0.248,0.82,WALKING,RUDRA
4.440854,0.7991,0.0932,0.2336,0.84,WALKING,RUDRA
4.457468,0.8357,0.0145,0.2507,0.87,WALKING,RUDRA
4.473981,0.866,-0.0326,0.2812,0.91,WALKING,RUDRA
4.499063,0.9044,-0.0382,0.2612,0.94,WALKING,RUDRA
4.523249,0.9119,-0.0069,0.2418,0.94,WALKING,RUDRA
4.540779,0.8985,0.0152,0.2057,0.92,WALKING,RUDRA
4.558532,0.9195,0.0328,0.1698,0.94,WALKING,RUDRA
4.575355,1.0076,0.0724,0.1801,1.03,WALKING,RUDRA
4.595469,1.0705,0.0795,0.2588,1.1,WALKING,RUDRA
4.623419,1.0751,0.0054,0.2856,1.11,WALKING,RUDRA
4.639735,1.0688,-0.0514,0.2115,1.09,WALKING,RUDRA
4.657121,1.0903,-0.0785,0.1575,1.1,WALKING,RUDRA
4.692529,1.2288,-0.0131,0.3184,1.27,WALKING,RUDRA
4.711139,1.2081,0.0973,0.4032,1.28,WALKING,RUDRA
4.722807,1.0922,0.0949,0.4278,1.18,WALKING,RUDRA
4.739483,1.0539,0.1198,0.5101,1.18,WALKING,RUDRA
4.761721,0.9647,0.1181,0.4571,1.07,WALKING,RUDRA
4.793215,0.9065,0.227,0.4801,1.05,WALKING,RUDRA
4.807321,0.8976,0.2771,0.4537,1.04,WALKING,RUDRA
4.823041,0.9295,0.3199,0.4102,1.07,WALKING,RUDRA
4.839344,0.9593,0.3233,0.3946,1.09,WALKING,RUDRA
4.874292,1.0463,0.2561,0.3352,1.13,WALKING,RUDRA
4.894734,1.0761,0.1999,0.2988,1.13,WALKING,RUDRA
4.912022,1.0516,0.144,0.2709,1.1,WALKING,RUDRA
4.922878,0.9999,0.1174,0.2588,1.04,WALKING,RUDRA
4.956471,0.9181,0.0724,0.2641,0.96,WALKING,RUDRA
4.973717,0.8948,0.058,0.2695,0.94,WALKING,RUDRA
4.993942,0.8758,0.066,0.2499,0.91,WALKING,RUDRA
5.009071,0.8653,0.08,0.2162,0.9,WALKING,RUDRA
5.039017,0.8318,0.0907,0.1207,0.85,WALKING,RUDRA
5.056283,0.8184,0.0819,0.0929,0.83,WALKING,RUDRA
5.073535,0.8064,0.0751,0.0869,0.81,WALKING,RUDRA
5.089305,0.7988,0.0636,0.0894,0.81,WALKING,RUDRA
5.113214,0.811,0.0702,0.088,0.82,WALKING,RUDRA
5.128244,0.8182,0.1,0.0801,0.83,WALKING,RUDRA
5.156395,0.823,0.1256,0.0618,0.83,WALKING,RUDRA
5.174103,0.8403,0.1239,0.0574,0.85,WALKING,RUDRA
5.189589,0.8613,0.1168,0.0821,0.87,WALKING,RUDRA
5.218337,0.9239,0.1319,0.1503,0.95,WALKING,RUDRA
5.234657,1.027,0.1703,0.1845,1.06,WALKING,RUDRA
5.255388,1.1343,0.1965,0.1791,1.17,WALKING,RUDRA
5.27287,1.2039,0.1799,0.1722,1.23,WALKING,RUDRA
5.294366,1.1897,0.1498,0.1378,1.21,WALKING,RUDRA
5.322524,1.2251,0.1618,0.3571,1.29,WALKING,RUDRA
5.340092,1.1809,0.1718,0.3164,1.23,WALKING,RUDRA
5.355593,1.1944,0.2234,0.2797,1.25,WALKING,RUDRA
5.372444,1.2119,0.2321,0.5131,1.34,WALKING,RUDRA
5.393617,1.2002,0.2598,0.4869,1.32,WALKING,RUDRA
5.422422,0.9955,0.2612,0.5169,1.15,WALKING,RUDRA
5.439141,0.9261,0.2966,0.4673,1.08,WALKING,RUDRA
5.456605,0.9156,0.3213,0.4073,1.05,WALKING,RUDRA
5.474166,0.8816,0.2679,0.3398,0.98,WALKING,RUDRA
5.489288,0.8399,0.1918,0.2947,0.91,WALKING,RUDRA
5.510615,0.7968,0.1027,0.2676,0.85,WALKING,RUDRA
5.539297,0.7919,0.0809,0.2472,0.83,WALKING,RUDRA
5.555565,0.8284,0.0985,0.2402,0.87,WALKING,RUDRA
5.573163,0.8892,0.1354,0.2531,0.93,WALKING,RUDRA
5.596348,0.9105,0.1718,0.2541,0.96,WALKING,RUDRA
5.612779,0.8916,0.1894,0.257,0.95,WALKING,RUDRA
5.639383,0.845,0.1764,0.2576,0.9,WALKING,RUDRA
5.656541,0.8313,0.1442,0.2588,0.88,WALKING,RUDRA
5.676529,0.8318,0.0751,0.2567,0.87,WALKING,RUDRA
5.709876,0.8475,-0.0438,0.2038,0.87,WALKING,RUDRA
5.724398,0.8709,-0.0634,0.2006,0.9,WALKING,RUDRA
5.738316,0.897,-0.0599,0.2094,0.92,WALKING,RUDRA
5.754881,0.91,-0.0485,0.2157,0.94,WALKING,RUDRA
5.792472,0.9046,0.0179,0.1798,0.92,WALKING,RUDRA
5.80561,0.907,0.0441,0.1737,0.92,WALKING,RUDRA
5.821138,0.9256,0.0827,0.1661,0.94,WALKING,RUDRA
5.838265,1.0116,0.1281,0.2131,1.04,WALKING,RUDRA
5.85492,1.0646,0.111,0.236,1.1,WALKING,RUDRA
5.892624,1.0593,-0.0106,0.1596,1.07,WALKING,RUDRA
5.916351,1.0509,-0.0211,0.1278,1.06,WALKING,RUDRA
5.926798,1.0661,-0.0257,0.1321,1.07,WALKING,RUDRA
5.937752,1.0815,-0.0162,0.1801,1.1,WALKING,RUDRA
5.974966,1.1944,0.1259,0.3184,1.24,WALKING,RUDRA
5.987071,1.1423,0.0949,0.3569,1.2,WALKING,RUDRA
6.008285,1.1902,0.0626,0.4864,1.29,WALKING,RUDRA
6.021052,1.1487,0.0518,0.5194,1.26,WALKING,RUDRA
6.036923,1.0092,0.0804,0.5343,1.14,WALKING,RUDRA
6.070717,0.8418,0.2304,0.5688,1.04,WALKING,RUDRA
6.087311,0.8171,0.2695,0.5414,1.02,WALKING,RUDRA
6.10799,0.8897,0.2879,0.4202,1.03,WALKING,RUDRA
6.120985,0.9703,0.2763,0.3531,1.07,WALKING,RUDRA
6.137465,1.0087,0.2588,0.2719,1.08,WALKING,RUDRA
6.170752,1.0763,0.1188,0.2164,1.1,WALKING,RUDRA
6.188541,1.0448,0.0138,0.2534,1.08,WALKING,RUDRA
6.20894,1.0134,-0.0634,0.2898,1.06,WALKING,RUDRA
6.236132,0.9525,-0.0462,0.3079,1.0,WALKING,RUDRA
6.239086,0.9452,-0.0434,0.3061,0.99,WALKING,RUDRA
6.270566,0.8541,0.0587,0.2548,0.89,WALKING,RUDRA
6.287149,0.8208,0.1137,0.1833,0.85,WALKING,RUDRA
6.308876,0.7961,0.1757,0.0764,0.82,WALKING,RUDRA
6.325179,0.7705,0.192,0.0418,0.8,WALKING,RUDRA
6.354335,0.7695,0.1743,0.0491,0.79,WALKING,RUDRA
6.371376,0.7661,0.141,0.0729,0.78,WALKING,RUDRA
6.387516,0.7746,0.1193,0.0821,0.79,WALKING,RUDRA
6.40769,0.7932,0.1105,0.0825,0.81,WALKING,RUDRA
6.422172,0.8387,0.0988,0.0613,0.85,WALKING,RUDRA
6.453605,0.8582,0.0592,0.1053,0.87,WALKING,RUDRA
6.470835,0.8936,0.046,0.1647,0.91,WALKING,RUDRA
6.487131,0.9742,0.0662,0.204,1.0,WALKING,RUDRA
6.508208,1.083,0.1263,0.2003,1.11,WALKING,RUDRA
6.53631,1.2163,0.1425,0.2194,1.24,WALKING,RUDRA
6.553097,1.1687,0.1058,0.1637,1.18,WALKING,RUDRA
6.570521,1.1557,0.0934,0.1107,1.16,WALKING,RUDRA
6.587065,1.1795,0.1174,0.2998,1.22,WALKING,RUDRA
6.609162,1.1169,0.1273,0.3247,1.17,WALKING,RUDRA
6.625204,1.1824,0.1838,0.2439,1.22,WALKING,RUDRA
6.653447,1.2021,0.1743,0.4532,1.3,WALKING,RUDRA
6.670547,1.2626,0.1769,0.4515,1.35,WALKING,RUDRA
6.691808,1.07,0.2009,0.5265,1.21,WALKING,RUDRA
6.706162,0.9168,0.2549,0.4742,1.06,WALKING,RUDRA
6.736275,0.8298,0.3421,0.3741,0.97,WALKING,RUDRA
6.753756,0.8428,0.3057,0.3081,0.95,WALKING,RUDRA
6.771044,0.8077,0.2278,0.2612,0.88,WALKING,RUDRA
6.786159,0.8096,0.1882,0.2462,0.87,WALKING,RUDRA
6.809184,0.8284,0.1584,0.2358,0.88,WALKING,RUDRA
6.837155,0.8501,0.1601,0.2497,0.9,WALKING,RUDRA
6.853594,0.8799,0.1662,0.2621,0.93,WALKING,RUDRA
6.869268,0.8965,0.1669,0.2646,0.95,WALKING,RUDRA
6.892499,0.8827,0.1622,0.2732,0.94,WALKING,RUDRA
6.908972,0.8814,0.1464,0.2721,0.93,WALKING,RUDRA
6.935822,0.8625,0.0897,0.2756,0.91,WALKING,RUDRA
6.952749,0.8609,0.0482,0.2714,0.9,WALKING,RUDRA
6.969209,0.8504,0.0001,0.2465,0.89,WALKING,RUDRA
6.990111,0.8445,-0.0441,0.2089,0.87,WALKING,RUDRA
7.01876,0.8736,-0.048,0.1803,0.89,WALKING,RUDRA
7.037121,0.8611,-0.0333,0.1556,0.88,WALKING,RUDRA
7.052236,0.8633,-0.004,0.1181,0.87,WALKING,RUDRA
7.085808,0.8934,0.032,0.1261,0.9,WALKING,RUDRA
7.109518,0.9908,0.0885,0.2033,1.02,WALKING,RUDRA
7.134981,1.111,0.0623,0.3051,1.15,WALKING,RUDRA
7.140703,1.1299,0.0424,0.3149,1.17,WALKING,RUDRA
7.168286,1.1457,-0.0443,0.2707,1.18,WALKING,RUDRA
7.185848,1.1345,-0.0397,0.2126,1.15,WALKING,RUDRA
7.206405,1.1252,-0.0008,0.2175,1.15,WALKING,RUDRA
7.22315,1.1721,0.0629,0.2082,1.19,WALKING,RUDRA
7.235102,1.231,0.1408,0.279,1.27,WALKING,RUDRA
7.269418,1.0414,0.0348,0.3821,1.11,WALKING,RUDRA
7.285372,1.0519,0.0318,0.4673,1.15,WALKING,RUDRA
7.307645,0.9312,0.0174,0.4901,1.05,WALKING,RUDRA
7.323461,0.8475,0.0858,0.5355,1.01,WALKING,RUDRA
7.351708,0.8601,0.2412,0.5788,1.06,WALKING,RUDRA
7.368591,0.9119,0.3213,0.491,1.08,WALKING,RUDRA
7.385286,0.982,0.3389,0.416,1.12,WALKING,RUDRA
7.406046,1.093,0.3296,0.314,1.18,WALKING,RUDRA
7.422847,1.1573,0.3147,0.2812,1.23,WALKING,RUDRA
7.451798,1.06,0.1181,0.2856,1.1,WALKING,RUDRA
7.469315,0.975,0.0235,0.2773,1.01,WALKING,RUDRA
7.485458,0.9246,-0.0362,0.2502,0.96,WALKING,RUDRA
7.505427,0.8829,-0.0721,0.2382,0.92,WALKING,RUDRA
7.534448,0.8289,-0.0236,0.2194,0.86,WALKING,RUDRA
7.55131,0.7963,0.0404,0.1754,0.82,WALKING,RUDRA
7.568066,0.7961,0.0872,0.1134,0.81,WALKING,RUDRA
7.585048,0.7988,0.1268,0.076,0.81,WALKING,RUDRA
7.606291,0.7879,0.1528,0.076,0.81,WALKING,RUDRA
7.634451,0.7717,0.1471,0.1041,0.79,WALKING,RUDRA
7.650993,0.7817,0.143,0.1027,0.8,WALKING,RUDRA
7.669427,0.7859,0.1559,0.0648,0.8,WALKING,RUDRA
7.684943,0.8042,0.153,0.0433,0.82,WALKING,RUDRA
7.707422,0.8284,0.1205,0.0525,0.84,WALKING,RUDRA
7.734947,0.835,0.1102,0.1571,0.86,WALKING,RUDRA
7.751435,0.8841,0.1571,0.2392,0.93,WALKING,RUDRA
7.768184,0.9908,0.2134,0.2321,1.04,WALKING,RUDRA
7.785884,1.2029,0.2488,0.2167,1.25,WALKING,RUDRA
7.806427,1.2955,0.1899,0.2539,1.33,WALKING,RUDRA
7.836783,1.2703,0.1291,0.2663,1.3,WALKING,RUDRA
7.852071,1.2503,0.1207,0.4109,1.32,WALKING,RUDRA
7.867607,1.2078,0.1012,0.3528,1.26,WALKING,RUDRA
7.90425,1.1511,0.1557,0.4095,1.23,WALKING,RUDRA
7.920284,1.1618,0.2267,0.3882,1.25,WALKING,RUDRA
7.934177,1.0695,0.2449,0.4368,1.18,WALKING,RUDRA
7.950627,0.9344,0.2336,0.4547,1.07,WALKING,RUDRA
7.987559,0.9151,0.2986,0.4368,1.06,WALKING,RUDRA
8.001792,0.9386,0.2414,0.3716,1.04,WALKING,RUDRA
8.017646,0.9176,0.1552,0.335,0.99,WALKING,RUDRA
8.034259,0.8978,0.086,0.3042,0.95,WALKING,RUDRA
8.06671,0.8448,0.0819,0.27,0.89,WALKING,RUDRA
8.084455,0.8457,0.1235,0.2565,0.89,WALKING,RUDRA
8.100702,0.8536,0.1615,0.2436,0.9,WALKING,RUDRA
8.126834,0.8633,0.2072,0.2462,0.92,WALKING,RUDRA
8.152951,0.8369,0.2106,0.2773,0.91,WALKING,RUDRA
8.16753,0.8215,0.185,0.2783,0.89,WALKING,RUDRA
8.186561,0.8096,0.1354,0.2851,0.87,WALKING,RUDRA
8.200877,0.8017,0.0909,0.2795,0.85,WALKING,RUDRA
8.223091,0.8166,0.015,0.266,0.86,WALKING,RUDRA
8.237136,0.8423,-0.0336,0.2446,0.88,WALKING,RUDRA
8.268381,0.8765,-0.0672,0.2031,0.9,WALKING,RUDRA
8.283762,0.8818,-0.077,0.1857,0.9,WALKING,RUDRA
8.30491,0.8909,-0.0367,0.1654,0.91,WALKING,RUDRA
8.321944,0.8851,-0.0071,0.1705,0.9,WALKING,RUDRA
8.350638,0.9424,0.0555,0.1898,0.96,WALKING,RUDRA
8.366589,1.0113,0.0836,0.2325,1.04,WALKING,RUDRA
8.38386,1.0614,0.0594,0.3035,1.11,WALKING,RUDRA
8.404636,1.1282,0.002,0.2292,1.15,WALKING,RUDRA
8.423914,1.0935,-0.035,0.2155,1.12,WALKING,RUDRA
8.449868,1.0632,-0.0348,0.1568,1.08,WALKING,RUDRA
8.467072,1.1387,-0.0255,0.2074,1.16,WALKING,RUDRA
8.483133,1.1995,0.0848,0.2729,1.23,WALKING,RUDRA
8.504373,1.1228,0.1054,0.3154,1.17,WALKING,RUDRA
8.520619,1.122,0.0572,0.416,1.2,WALKING,RUDRA
8.549726,1.135,0.1058,0.5873,1.28,WALKING,RUDRA
8.567179,0.9869,0.1435,0.6382,1.18,WALKING,RUDRA
8.582976,0.8944,0.2058,0.6528,1.13,WALKING,RUDRA
8.603333,0.8331,0.2879,0.6032,1.07,WALKING,RUDRA
8.632268,0.8721,0.3257,0.4281,1.02,WALKING,RUDRA
8.65025,0.9694,0.3131,0.3335,1.07,WALKING,RUDRA
8.666532,1.029,0.2933,0.2802,1.11,WALKING,RUDRA
8.685126,1.0722,0.2183,0.2309,1.12,WALKING,RUDRA
8.719542,0.9972,0.0213,0.2465,1.03,WALKING,RUDRA
8.735418,0.9669,-0.0457,0.2378,1.0,WALKING,RUDRA
8.748731,0.9452,-0.0721,0.2343,0.98,WALKING,RUDRA
8.766741,0.8878,-0.0631,0.2497,0.92,WALKING,RUDRA
8.803733,0.8415,0.0592,0.2057,0.87,WALKING,RUDRA
8.817481,0.8169,0.0924,0.163,0.84,WALKING,RUDRA
8.831816,0.8005,0.117,0.1121,0.82,WALKING,RUDRA
8.849756,0.783,0.1405,0.0631,0.8,WALKING,RUDRA
8.867631,0.7837,0.1401,0.0503,0.8,WALKING,RUDRA
8.900626,0.7968,0.1401,0.0789,0.81,WALKING,RUDRA
8.921885,0.8003,0.1496,0.0857,0.82,WALKING,RUDRA
8.939721,0.8166,0.1403,0.0713,0.83,WALKING,RUDRA
8.948528,0.8252,0.1239,0.0729,0.84,WALKING,RUDRA
8.982561,0.8613,0.0702,0.137,0.87,WALKING,RUDRA
8.99931,0.8557,0.0783,0.2199,0.89,WALKING,RUDRA
9.020629,0.954,0.1119,0.2604,1.0,WALKING,RUDRA
9.0348,1.0514,0.1461,0.1954,1.08,WALKING,RUDRA
9.048502,1.1585,0.174,0.1644,1.18,WALKING,RUDRA
9.083295,1.275,0.1296,0.1312,1.29,WALKING,RUDRA
9.099917,1.2366,0.1501,0.2636,1.27,WALKING,RUDRA
9.12206,1.1665,0.1354,0.2947,1.21,WALKING,RUDRA
9.146538,1.1533,0.1808,0.3164,1.21,WALKING,RUDRA
9.150373,1.1541,0.1764,0.3482,1.22,WALKING,RUDRA
9.182053,1.2936,0.2246,0.4048,1.37,WALKING,RUDRA
9.198588,1.113,0.2429,0.5204,1.25,WALKING,RUDRA
9.2217,0.889,0.3052,0.4561,1.04,WALKING,RUDRA
9.241713,0.8005,0.3709,0.3987,0.97,WALKING,RUDRA
9.264186,0.7922,0.2964,0.2802,0.89,WALKING,RUDRA
9.282186,0.8266,0.1725,0.2592,0.88,WALKING,RUDRA
9.299058,0.8731,0.0832,0.2588,0.91,WALKING,RUDRA
9.32249,0.8655,0.0243,0.2768,0.91,WALKING,RUDRA
9.339592,0.8597,0.0176,0.2604,0.9,WALKING,RUDRA
9.364567,0.8883,0.0795,0.2734,0.93,WALKING,RUDRA
9.381958,0.8836,0.1215,0.2749,0.93,WALKING,RUDRA
9.398591,0.8858,0.143,0.2858,0.94,WALKING,RUDRA
9.419581,0.8613,0.1381,0.2788,0.92,WALKING,RUDRA
9.436439,0.8352,0.1322,0.2697,0.89,WALKING,RUDRA
9.464832,0.8215,0.0965,0.2541,0.87,WALKING,RUDRA
9.481677,0.8325,0.0441,0.2341,0.87,WALKING,RUDRA
9.498161,0.8357,-0.0091,0.225,0.87,WALKING,RUDRA
9.517467,0.8501,-0.0365,0.2292,0.88,WALKING,RUDRA
9.54758,0.9007,-0.0184,0.1891,0.92,WALKING,RUDRA
9.564244,0.8929,0.0073,0.1615,0.91,WALKING,RUDRA
9.581409,0.8992,0.0431,0.1781,0.92,WALKING,RUDRA
9.597659,0.8948,0.0729,0.1805,0.92,WALKING,RUDRA
9.617895,0.9713,0.1081,0.1779,0.99,WALKING,RUDRA
9.647614,1.0793,0.038,0.2688,1.11,WALKING,RUDRA
9.663827,1.1203,-0.0255,0.2665,1.15,WALKING,RUDRA
9.680809,1.1264,-0.0863,0.2206,1.15,WALKING,RUDRA
9.698225,1.1122,-0.087,0.1708,1.13,WALKING,RUDRA
9.718349,1.1061,-0.0538,0.1745,1.12,WALKING,RUDRA
9.747582,1.2207,0.123,0.3012,1.26,WALKING,RUDRA
9.764824,1.1396,0.153,0.3445,1.2,WALKING,RUDRA
9.780741,1.0871,0.103,0.4212,1.17,WALKING,RUDRA
9.799376,1.1374,0.0921,0.5189,1.25,WALKING,RUDRA
9.818958,1.0197,0.0868,0.5194,1.15,WALKING,RUDRA
9.847353,0.9072,0.2334,0.5963,1.11,WALKING,RUDRA
9.86378,0.8899,0.2808,0.6079,1.11,WALKING,RUDRA
9.880456,0.9,0.2803,0.5609,1.1,WALKING,RUDRA
9.901559,0.9373,0.2647,0.4234,1.06,WALKING,RUDRA
9.91957,0.9728,0.2598,0.3161,1.06,WALKING,RUDRA
9.947677,1.0055,0.2309,0.2233,1.06,WALKING,RUDRA
9.964417,0.9764,0.1489,0.2372,1.02,WALKING,RUDRA
9.982258,0.9537,0.0585,0.2588,0.99,WALKING,RUDRA
10.022741,0.9279,-0.0035,0.303,0.98,WALKING,RUDRA
10.023585,0.9279,-0.0035,0.303,0.98,WALKING,RUDRA
10.042421,0.8548,0.048,0.283,0.9,WALKING,RUDRA
10.066696,0.7996,0.117,0.2231,0.84,WALKING,RUDRA
10.081829,0.793,0.1415,0.1745,0.82,WALKING,RUDRA
10.121084,0.7915,0.1501,0.086,0.81,WALKING,RUDRA
10.144091,0.7698,0.1368,0.0836,0.79,WALKING,RUDRA
0.012061,0.9424,0.2703,0.2819,1.02,WALKING_DOWNSTAIRS,RUDRA
0.031447,0.9936,0.2437,0.2851,1.06,WALKING_DOWNSTAIRS,RUDRA
0.047623,1.0141,0.2637,0.3103,1.09,WALKING_DOWNSTAIRS,RUDRA
0.061305,1.0143,0.2873,0.3203,1.1,WALKING_DOWNSTAIRS,RUDRA
0.077682,1.0172,0.3233,0.3257,1.12,WALKING_DOWNSTAIRS,RUDRA
0.110546,0.8729,0.2605,0.4813,1.03,WALKING_DOWNSTAIRS,RUDRA
0.12775,0.8992,0.2566,0.6308,1.13,WALKING_DOWNSTAIRS,RUDRA
0.153592,1.0779,0.2288,0.7926,1.36,WALKING_DOWNSTAIRS,RUDRA
0.160596,1.1331,0.218,0.7515,1.38,WALKING_DOWNSTAIRS,RUDRA
0.193504,1.3481,0.1755,0.7962,1.58,WALKING_DOWNSTAIRS,RUDRA
0.210598,1.2928,0.1728,0.8663,1.57,WALKING_DOWNSTAIRS,RUDRA
0.226978,1.2491,0.1992,0.7992,1.5,WALKING_DOWNSTAIRS,RUDRA
0.246303,1.1704,0.228,0.6988,1.38,WALKING_DOWNSTAIRS,RUDRA
0.25972,1.1311,0.2199,0.6176,1.31,WALKING_DOWNSTAIRS,RUDRA
0.294447,0.9882,0.1286,0.4379,1.09,WALKING_DOWNSTAIRS,RUDRA
0.310782,0.8963,0.0981,0.4078,0.99,WALKING_DOWNSTAIRS,RUDRA
0.327264,0.8411,0.0937,0.4165,0.94,WALKING_DOWNSTAIRS,RUDRA
0.347874,0.8264,0.1095,0.4078,0.93,WALKING_DOWNSTAIRS,RUDRA
0.360755,0.8105,0.1223,0.4221,0.92,WALKING_DOWNSTAIRS,RUDRA
0.393931,0.8015,0.1347,0.4283,0.92,WALKING_DOWNSTAIRS,RUDRA
0.410858,0.779,0.1379,0.4586,0.91,WALKING_DOWNSTAIRS,RUDRA
0.428573,0.7719,0.1464,0.4684,0.91,WALKING_DOWNSTAIRS,RUDRA
0.446797,0.7627,0.1273,0.4838,0.91,WALKING_DOWNSTAIRS,RUDRA
0.476528,0.7937,0.0832,0.4686,0.93,WALKING_DOWNSTAIRS,RUDRA
0.494691,0.8284,0.0727,0.4554,0.95,WALKING_DOWNSTAIRS,RUDRA
0.510732,0.8653,0.067,0.4532,0.98,WALKING_DOWNSTAIRS,RUDRA
0.527785,0.8729,0.0548,0.4552,0.99,WALKING_DOWNSTAIRS,RUDRA
0.560085,0.8469,0.089,0.4305,0.95,WALKING_DOWNSTAIRS,RUDRA
0.576772,0.8296,0.1193,0.3806,0.92,WALKING_DOWNSTAIRS,RUDRA
0.594292,0.8315,0.1428,0.3543,0.92,WALKING_DOWNSTAIRS,RUDRA
0.609486,0.8113,0.1533,0.364,0.9,WALKING_DOWNSTAIRS,RUDRA
0.657364,0.6911,0.1051,0.3911,0.8,WALKING_DOWNSTAIRS,RUDRA
0.658017,0.6911,0.1051,0.3911,0.8,WALKING_DOWNSTAIRS,RUDRA
0.67579,0.5978,0.0968,0.3396,0.69,WALKING_DOWNSTAIRS,RUDRA
0.692605,0.5699,0.1107,0.2541,0.63,WALKING_DOWNSTAIRS,RUDRA
0.709443,0.558,0.1083,0.1942,0.6,WALKING_DOWNSTAIRS,RUDRA
0.759583,0.739,0.0934,0.1791,0.77,WALKING_DOWNSTAIRS,RUDRA
0.760109,0.739,0.0934,0.1791,0.77,WALKING_DOWNSTAIRS,RUDRA
0.775716,0.8196,0.0773,0.2406,0.86,WALKING_DOWNSTAIRS,RUDRA
0.792441,0.9664,0.0665,0.3171,1.02,WALKING_DOWNSTAIRS,RUDRA
0.810698,1.0411,0.0215,0.4256,1.12,WALKING_DOWNSTAIRS,RUDRA
0.853975,0.8352,0.1014,0.6249,1.05,WALKING_DOWNSTAIRS,RUDRA
0.854377,0.8352,0.1014,0.6249,1.05,WALKING_DOWNSTAIRS,RUDRA
0.876246,1.1,0.4079,0.73,1.38,WALKING_DOWNSTAIRS,RUDRA
0.893391,1.2743,0.5998,0.7205,1.58,WALKING_DOWNSTAIRS,RUDRA
0.926701,1.1115,0.5549,0.6261,1.39,WALKING_DOWNSTAIRS,RUDRA
0.948406,1.1025,0.3765,0.3853,1.23,WALKING_DOWNSTAIRS,RUDRA
0.968131,1.0856,0.3228,0.491,1.23,WALKING_DOWNSTAIRS,RUDRA
0.97619,1.0998,0.3318,0.5714,1.28,WALKING_DOWNSTAIRS,RUDRA
0.995103,1.1589,0.3059,0.7188,1.4,WALKING_DOWNSTAIRS,RUDRA
1.025636,1.1003,0.3905,0.5527,1.29,WALKING_DOWNSTAIRS,RUDRA
1.046389,1.0024,0.4102,0.4593,1.18,WALKING_DOWNSTAIRS,RUDRA
1.059896,0.9359,0.3846,0.4205,1.1,WALKING_DOWNSTAIRS,RUDRA
1.07561,0.9014,0.3506,0.3877,1.04,WALKING_DOWNSTAIRS,RUDRA
1.109019,0.8506,0.2563,0.4229,0.98,WALKING_DOWNSTAIRS,RUDRA
1.126093,0.8504,0.1901,0.3985,0.96,WALKING_DOWNSTAIRS,RUDRA
1.146128,0.8371,0.1235,0.3858,0.93,WALKING_DOWNSTAIRS,RUDRA
1.159436,0.8274,0.1019,0.3599,0.91,WALKING_DOWNSTAIRS,RUDRA
1.192251,0.7686,0.1373,0.3161,0.84,WALKING_DOWNSTAIRS,RUDRA
1.208824,0.7653,0.1804,0.2863,0.84,WALKING_DOWNSTAIRS,RUDRA
1.225443,0.737,0.2036,0.2592,0.81,WALKING_DOWNSTAIRS,RUDRA
1.246023,0.7306,0.2539,0.2155,0.8,WALKING_DOWNSTAIRS,RUDRA
1.259493,0.7123,0.2835,0.2316,0.8,WALKING_DOWNSTAIRS,RUDRA
1.291091,0.7131,0.2674,0.2299,0.8,WALKING_DOWNSTAIRS,RUDRA
1.308308,0.719,0.249,0.2665,0.81,WALKING_DOWNSTAIRS,RUDRA
1.324833,0.6762,0.2195,0.2663,0.76,WALKING_DOWNSTAIRS,RUDRA
1.345053,0.6112,0.1862,0.2348,0.68,WALKING_DOWNSTAIRS,RUDRA
1.359007,0.5767,0.1459,0.2201,0.63,WALKING_DOWNSTAIRS,RUDRA
1.391371,0.5951,0.0773,0.2131,0.64,WALKING_DOWNSTAIRS,RUDRA
1.407848,0.5608,0.0629,0.2458,0.62,WALKING_DOWNSTAIRS,RUDRA
1.426614,0.5682,0.0326,0.2084,0.61,WALKING_DOWNSTAIRS,RUDRA
1.447698,0.6862,0.0028,0.1349,0.7,WALKING_DOWNSTAIRS,RUDRA
1.475385,0.91,0.1095,0.2695,0.96,WALKING_DOWNSTAIRS,RUDRA
1.491351,1.0287,0.3094,0.3384,1.13,WALKING_DOWNSTAIRS,RUDRA
1.507293,1.0981,0.4841,0.416,1.27,WALKING_DOWNSTAIRS,RUDRA
