time,gFx,gFy,gFz,TgF,Activity,Subject
7.299559,0.9964,0.0827,0.0086,1.0,STANDING,LAKSH
7.329265,0.9994,0.0834,0.0107,1.0,STANDING,LAKSH
7.345896,0.9999,0.0846,0.01,1.0,STANDING,LAKSH
7.361289,1.002,0.0832,0.0081,1.01,STANDING,LAKSH
7.378382,0.9999,0.0802,0.011,1.0,STANDING,LAKSH
7.400218,1.002,0.0811,0.0081,1.01,STANDING,LAKSH
7.42782,0.9984,0.0832,0.0049,1.0,STANDING,LAKSH
7.444115,0.9955,0.0802,0.0012,1.0,STANDING,LAKSH
7.460915,0.9996,0.077,0.0017,1.0,STANDING,LAKSH
7.479391,1.0036,0.0773,0.0071,1.01,STANDING,LAKSH
7.501751,1.0011,0.0807,0.0068,1.0,STANDING,LAKSH
7.531558,1.0013,0.0827,0.0091,1.0,STANDING,LAKSH
7.544357,0.9984,0.0839,0.0105,1.0,STANDING,LAKSH
7.560992,0.9987,0.0836,0.0135,1.0,STANDING,LAKSH
7.581747,0.998,0.0853,0.0154,1.0,STANDING,LAKSH
7.610437,1.0031,0.0814,0.0159,1.01,STANDING,LAKSH
7.629493,1.0026,0.08,0.0144,1.01,STANDING,LAKSH
7.644859,1.0043,0.0848,0.011,1.01,STANDING,LAKSH
7.661033,1.0001,0.0863,0.011,1.0,STANDING,LAKSH
7.698926,0.9982,0.0804,0.0073,1.0,STANDING,LAKSH
7.711284,1.0024,0.078,0.0061,1.01,STANDING,LAKSH
7.727296,0.9999,0.0753,0.0075,1.0,STANDING,LAKSH
7.744829,1.0029,0.0773,0.0107,1.01,STANDING,LAKSH
7.776857,0.9996,0.0804,0.01,1.0,STANDING,LAKSH
7.800597,1.0004,0.0795,0.0107,1.0,STANDING,LAKSH
7.81342,0.9999,0.0792,0.0105,1.0,STANDING,LAKSH
7.827017,0.9992,0.0763,0.0132,1.0,STANDING,LAKSH
7.843895,0.9999,0.079,0.0128,1.0,STANDING,LAKSH
7.876979,0.998,0.078,0.0112,1.0,STANDING,LAKSH
7.900347,0.9999,0.0807,0.0147,1.0,STANDING,LAKSH
7.910755,1.0006,0.0802,0.0166,1.0,STANDING,LAKSH
7.926645,1.0016,0.0792,0.0152,1.0,STANDING,LAKSH
7.944472,1.0026,0.0785,0.0161,1.01,STANDING,LAKSH
7.977349,1.0011,0.0788,0.0156,1.0,STANDING,LAKSH
7.998505,1.0053,0.0783,0.0156,1.01,STANDING,LAKSH
8.010574,1.005,0.0804,0.0137,1.01,STANDING,LAKSH
8.026391,1.005,0.0832,0.011,1.01,STANDING,LAKSH
8.061065,1.0004,0.0807,0.0056,1.0,STANDING,LAKSH
8.078177,1.0004,0.0783,0.0063,1.0,STANDING,LAKSH
8.101343,0.9984,0.0683,0.0051,1.0,STANDING,LAKSH
8.115145,0.9984,0.0707,0.0039,1.0,STANDING,LAKSH
8.12711,0.9945,0.0734,0.0035,1.0,STANDING,LAKSH
8.162399,0.9911,0.0778,0.0035,0.99,STANDING,LAKSH
8.176929,0.9933,0.077,0.0068,1.0,STANDING,LAKSH
8.197774,0.9982,0.0778,0.0086,1.0,STANDING,LAKSH
8.225767,1.002,0.0741,0.0075,1.0,STANDING,LAKSH
8.242462,1.0045,0.0719,0.0051,1.01,STANDING,LAKSH
8.259453,1.0024,0.0719,0.0035,1.0,STANDING,LAKSH
8.277099,1.0033,0.0724,0.0066,1.01,STANDING,LAKSH
8.292394,1.0031,0.0724,0.0079,1.01,STANDING,LAKSH
8.31702,1.002,0.078,0.0088,1.01,STANDING,LAKSH
8.342629,1.0013,0.0734,0.011,1.0,STANDING,LAKSH
8.359957,1.0038,0.0748,0.0073,1.01,STANDING,LAKSH
8.376067,1.002,0.077,0.0063,1.01,STANDING,LAKSH
8.415075,0.9962,0.0767,0.0007,1.0,STANDING,LAKSH
8.416046,0.9945,0.0755,0.0002,1.0,STANDING,LAKSH
8.442413,0.9989,0.0687,0.0026,1.0,STANDING,LAKSH
8.459673,1.0053,0.069,0.001,1.01,STANDING,LAKSH
8.476775,1.0004,0.0702,-0.0018,1.0,STANDING,LAKSH
8.51328,1.0041,0.077,0.0056,1.01,STANDING,LAKSH
8.526988,1.0001,0.0783,0.0051,1.0,STANDING,LAKSH
8.542811,1.0001,0.0755,0.0061,1.0,STANDING,LAKSH
8.559782,0.9989,0.0741,0.0059,1.0,STANDING,LAKSH
8.576038,1.0031,0.0724,0.0047,1.01,STANDING,LAKSH
8.615999,0.9992,0.0719,0.001,1.0,STANDING,LAKSH
8.626029,1.0004,0.0709,0.0019,1.0,STANDING,LAKSH
8.64244,1.0004,0.0731,0.0044,1.0,STANDING,LAKSH
8.658945,1.0011,0.0729,0.0017,1.0,STANDING,LAKSH
8.696781,1.0057,0.0734,0.0071,1.01,STANDING,LAKSH
8.709823,1.0011,0.0765,0.0047,1.0,STANDING,LAKSH
8.725743,0.9999,0.0783,-0.0001,1.0,STANDING,LAKSH
8.743087,0.9962,0.0746,0.0047,1.0,STANDING,LAKSH
8.759985,1.0013,0.0734,0.0037,1.0,STANDING,LAKSH
8.797078,1.0011,0.0716,0.0023,1.0,STANDING,LAKSH
8.809706,1.0001,0.0734,0.0005,1.0,STANDING,LAKSH
8.82527,1.0006,0.0746,-0.0006,1.0,STANDING,LAKSH
8.841822,0.9999,0.0709,-0.0031,1.0,STANDING,LAKSH
8.874871,1.0011,0.0665,0.0002,1.0,STANDING,LAKSH
8.892691,1.0013,0.0687,0.0012,1.0,STANDING,LAKSH
8.916147,0.9992,0.0739,0.0014,1.0,STANDING,LAKSH
8.927421,0.9996,0.0741,0.0014,1.0,STANDING,LAKSH
8.941981,0.9999,0.0741,0.0019,1.0,STANDING,LAKSH
8.975574,0.9996,0.0685,-0.0001,1.0,STANDING,LAKSH
8.992647,1.0008,0.068,0.0024,1.0,STANDING,LAKSH
9.018076,1.0004,0.0695,0.0023,1.0,STANDING,LAKSH
9.028639,1.0011,0.0716,-0.0013,1.0,STANDING,LAKSH
9.041997,0.998,0.0719,0.001,1.0,STANDING,LAKSH
9.076699,1.0011,0.0721,0.0019,1.0,STANDING,LAKSH
9.093695,1.0011,0.0704,0.0012,1.0,STANDING,LAKSH
9.113111,1.0033,0.0704,0.0023,1.01,STANDING,LAKSH
9.124492,1.0029,0.0709,0.0012,1.01,STANDING,LAKSH
9.142915,1.0006,0.0702,-0.0008,1.0,STANDING,LAKSH
9.174831,0.9999,0.0695,-0.0033,1.0,STANDING,LAKSH
9.192866,0.9989,0.0692,0.0017,1.0,STANDING,LAKSH
9.212941,0.9992,0.0727,0.0035,1.0,STANDING,LAKSH
9.224358,1.0006,0.0758,0.0007,1.0,STANDING,LAKSH
9.258809,1.0011,0.0716,0.0037,1.0,STANDING,LAKSH
9.275491,1.002,0.0704,0.0012,1.0,STANDING,LAKSH
9.293901,1.0026,0.0685,-0.0004,1.0,STANDING,LAKSH
9.313682,0.998,0.0704,-0.0055,1.0,STANDING,LAKSH
9.326955,0.9994,0.0687,-0.0057,1.0,STANDING,LAKSH
9.358693,1.0041,0.0695,-0.0038,1.01,STANDING,LAKSH
9.37543,1.0001,0.069,-0.0008,1.0,STANDING,LAKSH
9.392316,0.9982,0.0678,-0.0008,1.0,STANDING,LAKSH
9.413651,0.9996,0.0697,0.0,1.0,STANDING,LAKSH
9.440184,1.0029,0.0704,0.003,1.01,STANDING,LAKSH
9.458218,1.0006,0.0729,0.003,1.0,STANDING,LAKSH
9.474694,1.0013,0.076,-0.0001,1.0,STANDING,LAKSH
9.490383,0.9982,0.0748,0.0012,1.0,STANDING,LAKSH
9.518769,1.0001,0.069,0.0,1.0,STANDING,LAKSH
9.530533,0.9994,0.0678,-0.0004,1.0,STANDING,LAKSH
9.564327,1.0038,0.0658,-0.0048,1.01,STANDING,LAKSH
9.575205,1.0011,0.0672,-0.0041,1.0,STANDING,LAKSH
9.590151,1.0006,0.0655,-0.0026,1.0,STANDING,LAKSH
9.611157,1.0018,0.0702,-0.002,1.0,STANDING,LAKSH
9.640342,1.0045,0.0711,0.0002,1.01,STANDING,LAKSH
9.657771,1.0006,0.0734,0.0017,1.0,STANDING,LAKSH
9.673911,0.9996,0.0697,0.001,1.0,STANDING,LAKSH
9.691171,1.0011,0.0719,0.0007,1.0,STANDING,LAKSH
9.712054,1.0008,0.0697,-0.0023,1.0,STANDING,LAKSH
9.739865,0.9996,0.067,-0.0033,1.0,STANDING,LAKSH
9.757127,0.9972,0.0639,-0.0033,1.0,STANDING,LAKSH
9.774583,0.9987,0.0658,-0.0031,1.0,STANDING,LAKSH
9.811492,1.0016,0.0748,0.0014,1.0,STANDING,LAKSH
9.823806,1.0016,0.0734,0.0042,1.0,STANDING,LAKSH
9.839641,1.0029,0.0763,0.0037,1.01,STANDING,LAKSH
9.857336,1.0011,0.0755,0.0061,1.0,STANDING,LAKSH
9.87541,1.002,0.0729,0.0059,1.0,STANDING,LAKSH
9.913057,0.9987,0.0672,0.0023,1.0,STANDING,LAKSH
9.925347,0.9989,0.0665,-0.0008,1.0,STANDING,LAKSH
9.940842,0.9999,0.0687,-0.0004,1.0,STANDING,LAKSH
9.956303,1.0011,0.0699,0.0035,1.0,STANDING,LAKSH
9.974338,1.002,0.0699,0.0012,1.0,STANDING,LAKSH
10.006005,1.0024,0.0724,0.0039,1.0,STANDING,LAKSH
10.023332,1.0013,0.0704,0.0075,1.0,STANDING,LAKSH
10.039972,1.0001,0.0683,0.0054,1.0,STANDING,LAKSH
10.055696,0.9994,0.0687,0.0044,1.0,STANDING,LAKSH
10.095593,1.0016,0.0711,0.0103,1.0,STANDING,LAKSH
10.110779,0.9999,0.0716,0.0098,1.0,STANDING,LAKSH
10.123577,1.0001,0.0716,0.0081,1.0,STANDING,LAKSH
0.009258,0.9689,0.0308,0.062,0.97,WALKING,LAKSH
0.025433,0.9708,0.0213,0.0878,0.98,WALKING,LAKSH
0.053619,0.9911,0.0292,0.1141,1.0,WALKING,LAKSH
0.069207,1.006,0.0247,0.1132,1.01,WALKING,LAKSH
0.086929,1.0104,0.0284,0.1024,1.02,WALKING,LAKSH
0.126455,0.9803,0.0811,0.0442,0.98,WALKING,LAKSH
0.13664,0.9747,0.0924,0.02,0.98,WALKING,LAKSH
0.159346,0.9718,0.0819,-0.0001,0.98,WALKING,LAKSH
0.168853,0.9784,0.0704,-0.0011,0.98,WALKING,LAKSH
0.185583,0.982,0.0578,0.0196,0.98,WALKING,LAKSH
0.218726,0.9938,0.065,0.0845,1.0,WALKING,LAKSH
0.239127,1.0018,0.0883,0.0931,1.01,WALKING,LAKSH
0.251879,1.0136,0.1009,0.0872,1.02,WALKING,LAKSH
0.268389,1.028,0.0937,0.0882,1.04,WALKING,LAKSH
0.286264,1.029,0.0714,0.0773,1.03,WALKING,LAKSH
0.318365,1.0585,0.0113,0.0326,1.06,WALKING,LAKSH
0.340105,1.1008,0.0066,0.0902,1.1,WALKING,LAKSH
0.352305,1.1164,0.0318,0.0591,1.12,WALKING,LAKSH
0.368435,1.1359,0.015,0.0333,1.14,WALKING,LAKSH
0.387396,1.1783,0.0215,0.0377,1.18,WALKING,LAKSH
0.418465,1.2512,0.1086,0.1305,1.26,WALKING,LAKSH
0.43909,1.285,0.144,0.2858,1.32,WALKING,LAKSH
0.451805,1.2615,0.153,0.331,1.31,WALKING,LAKSH
0.468379,1.199,0.1442,0.3322,1.25,WALKING,LAKSH
0.503227,0.9533,0.2232,0.2573,1.01,WALKING,LAKSH
0.518892,0.8308,0.2786,0.1954,0.9,WALKING,LAKSH
0.548451,0.6955,0.3648,-0.0375,0.79,WALKING,LAKSH
0.55202,0.7028,0.358,-0.0478,0.79,WALKING,LAKSH
0.58488,0.9407,0.1559,-0.0321,0.95,WALKING,LAKSH
0.604117,1.0597,0.0367,0.0499,1.06,WALKING,LAKSH
0.619697,1.101,0.0126,0.1181,1.11,WALKING,LAKSH
0.639378,1.063,0.0636,0.1127,1.07,WALKING,LAKSH
0.652152,1.0307,0.1056,0.0874,1.04,WALKING,LAKSH
0.684638,0.8995,0.1885,0.032,0.92,WALKING,LAKSH
0.702396,0.8475,0.206,0.0247,0.87,WALKING,LAKSH
0.718486,0.8217,0.1924,0.0249,0.84,WALKING,LAKSH
0.738872,0.814,0.162,0.0254,0.83,WALKING,LAKSH
0.751498,0.8169,0.1477,0.0284,0.83,WALKING,LAKSH
0.784618,0.869,0.1373,0.0103,0.88,WALKING,LAKSH
0.801894,0.8834,0.1491,-0.0045,0.9,WALKING,LAKSH
0.818514,0.8944,0.1603,-0.0227,0.91,WALKING,LAKSH
0.838682,0.8895,0.1762,-0.0199,0.91,WALKING,LAKSH
0.852638,0.9058,0.1836,0.0079,0.92,WALKING,LAKSH
0.886415,0.9021,0.1864,-0.0062,0.92,WALKING,LAKSH
0.902157,0.9281,0.1638,-0.0316,0.94,WALKING,LAKSH
0.919161,0.9251,0.1352,0.0017,0.93,WALKING,LAKSH
0.938753,0.975,0.1523,0.0587,0.99,WALKING,LAKSH
0.968,1.059,0.1635,0.0916,1.08,WALKING,LAKSH
0.985458,1.0984,0.1703,0.0862,1.11,WALKING,LAKSH
1.003205,1.1159,0.1864,0.0095,1.13,WALKING,LAKSH
1.019838,1.1081,0.1579,-0.0779,1.12,WALKING,LAKSH
1.038398,1.1077,0.1061,-0.1362,1.12,WALKING,LAKSH
1.067835,1.2049,0.0523,0.0738,1.21,WALKING,LAKSH
1.085755,1.274,0.1745,0.1928,1.3,WALKING,LAKSH
1.101122,1.2564,0.3357,0.1733,1.31,WALKING,LAKSH
1.119968,1.0786,0.507,0.075,1.19,WALKING,LAKSH
1.137547,0.9198,0.5002,0.0122,1.05,WALKING,LAKSH
1.167846,0.7998,0.304,0.0442,0.86,WALKING,LAKSH
1.185428,0.9,0.1906,0.1246,0.93,WALKING,LAKSH
1.200582,0.9838,0.113,0.2387,1.02,WALKING,LAKSH
1.226796,1.0509,0.0389,0.4388,1.14,WALKING,LAKSH
1.241166,1.0321,0.1275,0.3992,1.11,WALKING,LAKSH
1.269846,1.027,0.3711,0.2616,1.12,WALKING,LAKSH
1.284177,1.0255,0.4296,0.2111,1.13,WALKING,LAKSH
1.300559,0.9843,0.3983,0.1708,1.08,WALKING,LAKSH
1.322459,0.9542,0.2532,0.1216,0.99,WALKING,LAKSH
1.349951,0.9102,0.0658,0.0797,0.92,WALKING,LAKSH
1.366802,0.9014,0.0091,0.0738,0.9,WALKING,LAKSH
1.385001,0.8709,-0.0089,0.085,0.88,WALKING,LAKSH
1.400118,0.8357,0.0028,0.0825,0.84,WALKING,LAKSH
1.421103,0.8599,0.0264,0.0918,0.87,WALKING,LAKSH
1.451178,0.8377,0.0525,0.0987,0.85,WALKING,LAKSH
1.466557,0.8846,0.0497,0.0825,0.89,WALKING,LAKSH
1.487471,0.8929,0.0176,0.0675,0.9,WALKING,LAKSH
1.521788,0.8967,0.0086,0.0313,0.9,WALKING,LAKSH
1.537643,0.917,0.0054,0.0396,0.92,WALKING,LAKSH
1.550471,0.9263,0.0252,0.0471,0.93,WALKING,LAKSH
1.56636,0.9419,0.059,0.0689,0.95,WALKING,LAKSH
1.583473,1.0109,0.0926,0.097,1.02,WALKING,LAKSH
1.616543,1.0788,0.1479,0.1285,1.1,WALKING,LAKSH
1.637378,1.0578,0.1708,0.0499,1.07,WALKING,LAKSH
1.65052,1.0376,0.141,-0.0229,1.05,WALKING,LAKSH
1.667017,1.0123,0.0499,-0.093,1.02,WALKING,LAKSH
1.683473,1.0092,-0.0089,-0.1066,1.01,WALKING,LAKSH
1.717284,1.113,0.0222,0.0005,1.11,WALKING,LAKSH
1.73819,1.3285,0.1745,-0.0018,1.34,WALKING,LAKSH
1.751223,1.3421,0.2336,0.0176,1.36,WALKING,LAKSH
1.765881,1.2855,0.2204,0.0757,1.31,WALKING,LAKSH
1.800305,1.1753,0.1195,0.2365,1.2,WALKING,LAKSH
1.816849,1.0231,0.1215,0.3119,1.08,WALKING,LAKSH
1.836193,0.9256,0.2094,0.3811,1.02,WALKING,LAKSH
1.849704,0.8746,0.2854,0.3623,0.99,WALKING,LAKSH
1.86697,0.7712,0.3135,0.2267,0.86,WALKING,LAKSH
1.901558,0.822,0.1894,-0.0101,0.84,WALKING,LAKSH
1.917151,0.9552,0.1093,0.0354,0.96,WALKING,LAKSH
1.942127,1.1533,0.103,0.1446,1.17,WALKING,LAKSH
1.956245,1.1919,0.1364,0.2101,1.22,WALKING,LAKSH
1.982192,1.2134,0.1994,0.2665,1.26,WALKING,LAKSH
1.999484,1.1536,0.2209,0.2514,1.2,WALKING,LAKSH
2.017228,1.0632,0.2023,0.1976,1.1,WALKING,LAKSH
2.032471,0.9759,0.1816,0.1346,1.0,WALKING,LAKSH
2.05586,0.8457,0.1291,0.0633,0.86,WALKING,LAKSH
2.081967,0.7106,0.0834,-0.0199,0.72,WALKING,LAKSH
2.099742,0.6813,0.0665,-0.0476,0.69,WALKING,LAKSH
2.116956,0.6874,0.0751,-0.0705,0.7,WALKING,LAKSH
2.132799,0.7157,0.1181,-0.0666,0.73,WALKING,LAKSH
2.152314,0.7429,0.1496,-0.0717,0.76,WALKING,LAKSH
2.182489,0.7634,0.1384,-0.1057,0.78,WALKING,LAKSH
2.198698,0.8128,0.1224,-0.1213,0.83,WALKING,LAKSH
2.216085,0.8843,0.1086,-0.112,0.9,WALKING,LAKSH
2.232843,0.9669,0.0963,-0.059,0.97,WALKING,LAKSH
2.252026,1.1171,0.111,0.0582,1.12,WALKING,LAKSH
2.282223,1.187,0.1728,0.1612,1.21,WALKING,LAKSH
2.298339,1.2466,0.1887,0.1823,1.27,WALKING,LAKSH
2.316913,1.2645,0.185,0.1104,1.28,WALKING,LAKSH
2.333975,1.1983,0.2023,0.0039,1.22,WALKING,LAKSH
2.357248,1.0485,0.1862,-0.178,1.08,WALKING,LAKSH
2.382264,1.1662,0.1699,-0.0602,1.18,WALKING,LAKSH
2.398283,1.3262,0.2092,0.0154,1.34,WALKING,LAKSH
2.415646,1.4159,0.2994,0.1383,1.45,WALKING,LAKSH
2.451704,0.9351,0.3658,0.2282,1.03,WALKING,LAKSH
2.465957,0.8369,0.3482,0.2362,0.94,WALKING,LAKSH
2.482327,0.8296,0.3238,0.2443,0.92,WALKING,LAKSH
2.498193,0.7991,0.2651,0.2627,0.88,WALKING,LAKSH
2.534852,0.8755,0.1156,0.2991,0.93,WALKING,LAKSH
2.549741,0.9246,0.1496,0.2334,0.97,WALKING,LAKSH
2.565298,1.0024,0.1845,0.1886,1.04,WALKING,LAKSH
2.585307,1.1017,0.1911,0.195,1.14,WALKING,LAKSH
2.604697,1.0776,0.1425,0.1815,1.1,WALKING,LAKSH
2.634249,0.9137,0.0816,0.099,0.92,WALKING,LAKSH
2.647316,0.8594,0.0604,0.0522,0.86,WALKING,LAKSH
2.664267,0.8362,0.0326,0.032,0.84,WALKING,LAKSH
2.68147,0.8264,0.0147,0.0308,0.83,WALKING,LAKSH
2.71435,0.8643,0.0115,0.0701,0.87,WALKING,LAKSH
2.731193,0.9083,0.0047,0.0869,0.91,WALKING,LAKSH
2.751745,0.9041,0.0059,0.1007,0.91,WALKING,LAKSH
2.765505,0.8876,0.0333,0.0975,0.89,WALKING,LAKSH
2.79719,0.8467,0.0714,0.0729,0.85,WALKING,LAKSH
2.813937,0.8469,0.0702,0.0515,0.85,WALKING,LAKSH
2.835043,0.9168,0.0731,0.0626,0.92,WALKING,LAKSH
2.848251,0.9698,0.0829,0.0836,0.98,WALKING,LAKSH
2.864997,1.0031,0.1012,0.0733,1.01,WALKING,LAKSH
2.8978,1.113,0.1005,0.066,1.12,WALKING,LAKSH
2.919088,1.0991,0.1135,0.014,1.11,WALKING,LAKSH
2.931522,1.0497,0.0548,-0.0446,1.05,WALKING,LAKSH
2.951826,0.9838,-0.0663,-0.1206,0.99,WALKING,LAKSH
2.965205,1.0395,-0.0907,-0.071,1.05,WALKING,LAKSH
2.997933,1.2779,0.1449,0.0878,1.29,WALKING,LAKSH
3.015036,1.3272,0.2828,0.0547,1.36,WALKING,LAKSH
3.030427,1.2525,0.2688,0.0857,1.28,WALKING,LAKSH
3.058048,1.1585,0.1715,0.1873,1.19,WALKING,LAKSH
3.072673,1.0686,0.1422,0.239,1.1,WALKING,LAKSH
3.098897,0.9193,0.209,0.4011,1.02,WALKING,LAKSH
3.114415,0.8878,0.3091,0.362,1.01,WALKING,LAKSH
3.130378,0.8758,0.3433,0.2316,0.97,WALKING,LAKSH
3.150769,0.9332,0.2473,0.031,0.97,WALKING,LAKSH
3.179948,1.1362,0.1352,0.076,1.15,WALKING,LAKSH
3.199073,1.1814,0.1577,0.161,1.2,WALKING,LAKSH
3.214919,1.176,0.186,0.1801,1.2,WALKING,LAKSH
3.231807,1.1755,0.2001,0.1537,1.2,WALKING,LAKSH
3.255582,1.059,0.1955,0.1393,1.09,WALKING,LAKSH
3.279778,0.9323,0.198,0.0792,0.96,WALKING,LAKSH
3.297271,0.8291,0.1799,0.0208,0.85,WALKING,LAKSH
3.313788,0.787,0.1484,-0.0221,0.8,WALKING,LAKSH
3.333272,0.7409,0.1088,-0.0429,0.75,WALKING,LAKSH
3.362555,0.7223,0.0856,-0.07,0.73,WALKING,LAKSH
3.379571,0.7619,0.0968,-0.0444,0.77,WALKING,LAKSH
3.396936,0.8257,0.1102,-0.0336,0.83,WALKING,LAKSH
3.413313,0.8208,0.1215,-0.04,0.83,WALKING,LAKSH
3.450555,0.8022,0.1286,-0.0673,0.82,WALKING,LAKSH
3.46388,0.787,0.1322,-0.0915,0.8,WALKING,LAKSH
3.479917,0.7954,0.1275,-0.0915,0.81,WALKING,LAKSH
3.495848,0.8347,0.11,-0.0072,0.84,WALKING,LAKSH
3.529282,0.9918,0.1445,0.1007,1.01,WALKING,LAKSH
3.55195,1.1028,0.2004,0.147,1.13,WALKING,LAKSH
3.564812,1.1455,0.2185,0.1588,1.18,WALKING,LAKSH
3.580127,1.2019,0.2307,0.1365,1.23,WALKING,LAKSH
3.596833,1.2371,0.2253,0.075,1.26,WALKING,LAKSH
3.629906,1.138,0.1415,-0.1895,1.16,WALKING,LAKSH
3.649685,1.2007,0.0513,-0.1324,1.21,WALKING,LAKSH
3.663582,1.3113,0.0476,-0.08,1.31,WALKING,LAKSH
3.679907,1.5168,0.1268,0.0338,1.52,WALKING,LAKSH
3.696478,1.4631,0.2619,0.1297,1.49,WALKING,LAKSH
3.733834,0.9342,0.4433,0.1188,1.04,WALKING,LAKSH
3.745829,0.8606,0.4193,0.139,0.97,WALKING,LAKSH
3.763837,0.7739,0.3404,0.245,0.88,WALKING,LAKSH
3.779269,0.7434,0.2517,0.2721,0.83,WALKING,LAKSH
3.812728,0.8445,0.0968,0.2763,0.89,WALKING,LAKSH
3.829773,0.9657,0.1594,0.2003,1.0,WALKING,LAKSH
3.85122,1.0714,0.2434,0.1661,1.11,WALKING,LAKSH
3.862306,1.0581,0.2581,0.1769,1.1,WALKING,LAKSH
3.895561,0.9214,0.249,0.1458,0.97,WALKING,LAKSH
3.913079,0.8704,0.2053,0.1207,0.9,WALKING,LAKSH
3.939335,0.8809,0.1279,0.1055,0.9,WALKING,LAKSH
3.951252,0.8426,0.0958,0.1067,0.85,WALKING,LAKSH
3.963629,0.8377,0.0711,0.1004,0.85,WALKING,LAKSH
3.995954,0.8606,0.0569,0.0652,0.86,WALKING,LAKSH
4.01151,0.9037,0.038,0.0631,0.91,WALKING,LAKSH
4.028961,0.8932,0.0264,0.0452,0.89,WALKING,LAKSH
4.050859,0.8618,-0.0001,0.0095,0.86,WALKING,LAKSH
4.064472,0.8333,-0.0203,0.0188,0.83,WALKING,LAKSH
4.096318,0.813,-0.002,0.0785,0.82,WALKING,LAKSH
4.113345,0.9002,0.0462,0.1083,0.91,WALKING,LAKSH
4.129087,0.9718,0.1078,0.133,0.99,WALKING,LAKSH
4.149812,1.0612,0.1792,0.1253,1.08,WALKING,LAKSH
4.166066,1.1003,0.1789,0.1104,1.12,WALKING,LAKSH
4.195001,1.0725,0.1738,0.023,1.09,WALKING,LAKSH
4.211242,1.0495,0.1244,-0.0549,1.06,WALKING,LAKSH
4.228576,1.0206,-0.0089,-0.1128,1.03,WALKING,LAKSH
4.248889,1.0539,-0.1328,-0.1467,1.07,WALKING,LAKSH
4.277988,1.3143,0.0122,0.043,1.32,WALKING,LAKSH
4.295272,1.3942,0.1508,-0.0053,1.4,WALKING,LAKSH
4.312345,1.3141,0.1652,0.1229,1.33,WALKING,LAKSH
4.3288,1.2923,0.1554,0.2431,1.32,WALKING,LAKSH
4.351627,1.1543,0.2041,0.3286,1.22,WALKING,LAKSH
4.377582,0.9574,0.3152,0.3943,1.08,WALKING,LAKSH
4.394933,0.876,0.3809,0.3342,1.01,WALKING,LAKSH
4.411662,0.8345,0.3502,0.1847,0.92,WALKING,LAKSH
4.428119,0.8555,0.2881,0.1048,0.91,WALKING,LAKSH
4.448599,0.927,0.1645,0.0733,0.94,WALKING,LAKSH
4.477919,1.1169,0.0804,0.1664,1.13,WALKING,LAKSH
4.495355,1.146,0.0699,0.2082,1.17,WALKING,LAKSH
4.512953,1.1347,0.0885,0.2143,1.16,WALKING,LAKSH
4.528199,1.0854,0.1469,0.1894,1.11,WALKING,LAKSH
4.549186,0.985,0.1796,0.1183,1.01,WALKING,LAKSH
4.577009,0.8108,0.2085,0.0464,0.84,WALKING,LAKSH
4.594386,0.7478,0.1767,0.0293,0.77,WALKING,LAKSH
4.611418,0.7141,0.1281,0.0081,0.73,WALKING,LAKSH
4.63404,0.6928,0.0746,-0.0131,0.7,WALKING,LAKSH
4.661042,0.7411,0.0602,-0.0732,0.75,WALKING,LAKSH
4.678207,0.7719,0.0773,-0.063,0.78,WALKING,LAKSH
4.694171,0.8171,0.1061,-0.0541,0.83,WALKING,LAKSH
4.711436,0.8508,0.1105,-0.0658,0.86,WALKING,LAKSH
4.746369,0.9065,0.1296,-0.0341,0.92,WALKING,LAKSH
4.765127,0.9476,0.1852,0.0225,0.97,WALKING,LAKSH
4.77671,0.9867,0.2094,0.0384,1.01,WALKING,LAKSH
4.793402,1.0524,0.2232,0.1092,1.08,WALKING,LAKSH
4.828114,1.1431,0.2278,0.1922,1.18,WALKING,LAKSH
4.849796,1.2403,0.2544,0.0789,1.27,WALKING,LAKSH
4.862984,1.1909,0.2439,-0.0595,1.22,WALKING,LAKSH
4.877498,1.1269,0.1924,-0.1743,1.16,WALKING,LAKSH
4.893814,1.2217,0.1037,-0.1208,1.23,WALKING,LAKSH
4.927948,1.5163,0.1713,0.1458,1.53,WALKING,LAKSH
4.950277,1.209,0.3474,0.2595,1.28,WALKING,LAKSH
4.964828,0.964,0.4191,0.2294,1.08,WALKING,LAKSH
4.977119,0.8494,0.4371,0.1588,0.97,WALKING,LAKSH
5.010402,0.6947,0.274,0.1671,0.77,WALKING,LAKSH
5.027397,0.7355,0.1046,0.2185,0.77,WALKING,LAKSH
5.048571,0.8713,0.0047,0.2734,0.91,WALKING,LAKSH
5.063469,1.0038,0.0594,0.2681,1.04,WALKING,LAKSH
5.078078,1.0619,0.1694,0.2483,1.1,WALKING,LAKSH
5.110408,1.1228,0.3001,0.2355,1.19,WALKING,LAKSH
5.127416,1.0267,0.3147,0.174,1.09,WALKING,LAKSH
5.147242,0.8948,0.267,0.0801,0.94,WALKING,LAKSH
5.162161,0.8269,0.2041,0.0284,0.85,WALKING,LAKSH
5.193793,0.8313,0.0597,0.0515,0.84,WALKING,LAKSH
5.211699,0.8222,0.025,0.0713,0.83,WALKING,LAKSH
5.227535,0.8394,-0.001,0.075,0.84,WALKING,LAKSH
5.247101,0.8543,-0.0133,0.0906,0.86,WALKING,LAKSH
5.259952,0.8648,-0.0113,0.0926,0.87,WALKING,LAKSH
