time,gFx,gFy,gFz,TgF
2.483272,0.9999,-0.0189,-0.0434,1.00
2.500246,0.9940,-0.0228,-0.0383,0.99
2.516450,0.9955,-0.0257,-0.0439,1.00
2.536183,1.0001,-0.0260,-0.0525,1.00
2.565167,1.0026,-0.0223,-0.0495,1.00
2.582398,1.0036,-0.0213,-0.0534,1.01
2.599917,0.9989,-0.0223,-0.0493,1.00
2.616301,0.9996,-0.0272,-0.0453,1.00
2.633299,0.9996,-0.0243,-0.0409,1.00
2.664944,1.0020,-0.0243,-0.0432,1.00
2.681646,1.0018,-0.0255,-0.0436,1.00
2.699473,1.0004,-0.0277,-0.0458,1.00
2.716795,1.0006,-0.0267,-0.0451,1.00
2.753188,1.0018,-0.0238,-0.0458,1.00
2.765800,1.0013,-0.0231,-0.0458,1.00
2.782769,1.0055,-0.0206,-0.0463,1.01
2.799472,1.0029,-0.0201,-0.0458,1.00
2.818240,0.9999,-0.0233,-0.0468,1.00
2.855380,1.0006,-0.0272,-0.0429,1.00
2.865391,1.0008,-0.0243,-0.0419,1.00
2.882193,1.0016,-0.0203,-0.0392,1.00
2.899131,1.0018,-0.0167,-0.0407,1.00
2.915572,0.9996,-0.0133,-0.0409,1.00
2.954689,1.0036,-0.0155,-0.0427,1.00
2.965669,1.0060,-0.0145,-0.0392,1.01
2.980807,1.0080,-0.0169,-0.0360,1.01
2.999478,1.0087,-0.0176,-0.0375,1.01
3.033472,1.0038,-0.0182,-0.0336,1.00
3.051943,1.0020,-0.0199,-0.0332,1.00
3.066374,1.0038,-0.0189,-0.0375,1.00
3.081590,1.0076,-0.0208,-0.0314,1.01
3.099520,1.0036,-0.0167,-0.0372,1.00
3.131632,1.0008,-0.0196,-0.0355,1.00
3.152768,0.9999,-0.0206,-0.0414,1.00
3.164380,1.0045,-0.0194,-0.0441,1.01
3.181059,1.0033,-0.0233,-0.0400,1.00
3.214409,1.0036,-0.0240,-0.0383,1.00
3.230745,1.0001,-0.0252,-0.0370,1.00
3.250474,1.0004,-0.0238,-0.0385,1.00
3.264810,1.0006,-0.0199,-0.0388,1.00
3.280782,0.9999,-0.0199,-0.0412,1.00
3.315215,0.9996,-0.0257,-0.0414,1.00
3.331061,1.0013,-0.0238,-0.0412,1.00
3.353591,1.0033,-0.0203,-0.0453,1.00
3.364955,1.0076,-0.0215,-0.0500,1.01
3.397187,1.0053,-0.0223,-0.0404,1.01
3.413610,0.9994,-0.0228,-0.0409,1.00
3.431378,0.9987,-0.0215,-0.0388,1.00
3.450619,1.0038,-0.0164,-0.0375,1.00
3.464472,1.0029,-0.0169,-0.0367,1.00
