time,gFx,gFy,gFz,TgF
3.542257,0.7092,0.0919,0.1474,0.73
3.561690,0.7272,0.1012,0.1852,0.76
3.569991,0.7460,0.1147,0.2033,0.78
3.601966,0.7663,0.1586,0.1737,0.80
3.621672,0.7539,0.1122,0.1153,0.77
3.642468,0.6933,0.0587,0.0785,0.70
3.663797,0.6370,0.0348,0.0476,0.64
3.689888,0.7211,-0.0401,-0.0446,0.72
3.703059,0.8068,-0.0819,-0.0514,0.81
3.718985,0.8972,-0.0937,-0.0409,0.90
3.739905,1.0246,-0.0411,0.0308,1.03
3.765914,1.1287,0.1054,0.0731,1.14
3.784807,1.1508,0.1892,0.1610,1.18
3.802058,1.2388,0.2864,0.1349,1.28
3.818862,1.2999,0.3504,0.1237,1.35
3.840029,1.3472,0.2959,0.2863,1.41
3.857323,1.2328,0.2524,0.3328,1.30
3.887122,1.1413,0.3529,0.1593,1.21
3.901893,1.1480,0.4230,-0.0190,1.22
3.918953,1.2188,0.3480,0.0103,1.27
3.941144,1.3409,0.1296,0.1544,1.36
3.963511,1.2926,0.0023,0.1405,1.30
3.984747,1.1653,0.0128,0.1207,1.17
4.001925,1.1233,0.0658,0.0985,1.13
4.017756,1.0922,0.1281,0.0785,1.10
4.040123,0.9686,0.2078,0.0596,0.99
4.060433,0.8142,0.2153,-0.0358,0.84
4.085135,0.6850,0.1461,-0.0529,0.70
4.101375,0.6649,0.0949,-0.0414,0.67
4.122677,0.6471,0.1005,-0.0118,0.66
4.140382,0.6412,0.1070,0.0205,0.65
4.169057,0.6717,0.1324,0.0726,0.69
4.185083,0.7129,0.1491,0.0967,0.73
4.201849,0.7644,0.1435,0.1048,0.78
4.221346,0.7661,0.1247,0.0648,0.78
4.242502,0.7104,0.0963,0.0484,0.72
4.268479,0.7120,0.0765,0.0184,0.72
4.284298,0.7900,0.0618,-0.0160,0.79
4.301414,0.9144,0.0736,-0.0512,0.92
4.325087,1.0572,0.0937,-0.0297,1.06
4.346910,1.2004,0.1266,0.0491,1.21
4.367817,1.3509,0.1493,0.1591,1.37
4.385242,1.4585,0.1017,0.2827,1.49
4.400774,1.5538,0.1235,0.3948,1.61
4.439290,1.3575,0.3040,0.2504,1.41
4.450852,1.2430,0.2796,0.1652,1.28
4.468522,1.1858,0.1831,0.1468,1.21
4.484216,1.2085,0.1198,0.1099,1.22
4.521904,0.8992,0.1792,0.0317,0.92
4.538679,0.9127,0.1736,-0.0121,0.93
4.550167,0.9452,0.1696,-0.0008,0.96
4.568177,1.0138,0.1298,0.0689,1.02
4.583905,1.0783,0.0534,0.1144,1.09
4.621871,1.0910,0.0017,0.1877,1.11
4.646579,0.9806,0.0626,0.1581,1.00
4.647067,0.9698,0.0685,0.1512,0.98
4.667358,0.9081,0.1005,0.1256,0.92
4.685651,0.8562,0.0858,0.1092,0.87
4.721386,0.8154,0.0467,0.1268,0.83
4.741639,0.8145,0.0453,0.1647,0.83
4.750352,0.8137,0.0499,0.1722,0.83
4.767222,0.8269,0.0751,0.1532,0.84
4.800659,0.8259,0.1174,0.1579,0.85
4.817408,0.7548,0.1219,0.1537,0.78
4.837877,0.6850,0.1076,0.1410,0.71
4.859503,0.6773,0.1156,0.1349,0.70
4.866784,0.6835,0.1037,0.1158,0.70
4.901359,0.7786,-0.0231,-0.0121,0.78
4.918105,0.8555,-0.0709,-0.0525,0.86
4.939912,0.9825,-0.0590,-0.0404,0.99
4.960638,1.0453,-0.0075,0.0818,1.05
4.984113,1.0693,0.0680,0.1640,1.08
5.000074,1.0532,0.1445,0.1356,1.07
5.016269,1.0185,0.1540,0.1405,1.04
5.039284,1.0267,0.2676,0.0816,1.06
5.056433,1.0502,0.2886,0.0943,1.09
5.083048,1.0572,0.2405,0.0955,1.09
5.099712,1.0409,0.2219,0.0550,1.07
5.116545,1.1477,0.2517,0.0687,1.18
5.137163,1.4450,0.4073,-0.0795,1.50
5.160339,1.6392,0.2847,0.1671,1.67
5.183216,1.4932,0.0716,0.2399,1.51
5.199545,1.2928,-0.0353,0.1449,1.30
